year||author||book||fname||sentence_int||sentence_num||sentence||place||frequency
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||280||I felt the spirits about me, weighing upon me.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||281||Nor had I ever slept in a Dead Place before--and yet, tonight, I must sleep there.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||282||When I thought of it, my tongue felt dry in my throat, in spite of my wish for knowledge.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||283||Almost I would have gone down again and faced the dogs, but I did not.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||284||I had not gone through all the rooms when the darkness fell.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||285||When it fell, I went back to the big room looking over the city and made fire.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||286||There was a place to make fire and a box with wood in it, though I do not think they cooked there.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||287||I wrapped myself in a floor-covering and slept in front of the fire--I was very tired.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||288||Now I tell what is very strong magic.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||289||I woke in the midst of the night.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||290||When I woke, the fire had gone out and I was cold.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||291||It seemed to me that all around me there were whisperings and voices.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||292||I closed my eyes to shut them out.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||293||Some will say that I slept again, but I do not think that I slept.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||294||I could feel the spirits drawing my spirit out of my body as a fish is drawn on a line.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||295||Why should I lie about it?||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||296||I am a priest and the son of a priest.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||297||If there are spirits, as they say, in the small Dead Places near us, what spirits must there not be in that great Place of the Gods?||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||298||And would not they wish to speak?||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||280-299||299||After such long years?||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||300||I know that I felt myself drawn as a fish is drawn on a line.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||301||I had stepped out of my body--I could see my body asleep in front of the cold fire, but it was not I. I was drawn to look out upon the city of the gods.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||302||It should have been dark, for it was night, but it was not dark.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||303||Everywhere there were lights--lines of light--circles and blurs of light--ten thousand torches would not have been the same.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||304||The sky itself was alight--you could barely see the stars for the glow in the sky.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||305||I thought to myself This is strong magic and trembled.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||306||There was a roaring in my ears like the rushing of rivers.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||307||Then my eyes grew used to the light and my ears to the sound.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||308||I knew that I was seeing the city as it had been when the gods were alive.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||309||That was a sight indeed--yes, that was a sight: I could not have seen it in the body--my body would have died.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||310||Everywhere went the gods, on foot and in chariots--there were gods beyond number and counting and their chariots blocked the streets.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||311||They had turned night to day for their pleasure--they did not sleep with the sun.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||312||The noise of their coming and going was the noise of many waters.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||313||It was magic what they could do--it was magic what they did.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||314||I looked out of another window--the great vines of their bridges were mended and the god-roads went East and West.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||315||Restless, restless, were the gods and always in motion!||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||316||They burrowed tunnels under rivers--they flew in the air.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||317||With unbelievable tools they did giant works--no part of the earth was safe from them, for, if they wished for a thing, they summoned it from the other side of the world.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||318||And always, as they labored and rested, as they feasted and made love, there was a drum in their ears--the pulse of the giant city, beating and beating like a mans heart.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||300-319||319||Were they happy?||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||320||What is happiness to the gods?||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||321||They were great, they were mighty, they were wonderful and terrible.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||322||As I looked upon them and their magic, I felt like a child--but a little more, it seemed to me, and they would pull down the moon from the sky.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||323||I saw them with wisdom beyond wisdom and knowledge beyond knowledge.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||324||And yet not all they did was well done--even I could see that--and yet their wisdom could not but grow until all was peace.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||325||Then I saw their fate come upon them and that was terrible past speech.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||326||It came upon them as they walked the streets of their city.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||327||I have been in the fights with the Forest People--I have seen men die.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||328||But this was not like that.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||329||When gods war with gods, they use weapons we do not know.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||330||It was fire falling out of the sky and a mist that poisoned.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||331||It was the time of the Great Burning and the Destruction.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||332||They ran about like ants in the streets of their city--poor gods, poor gods!||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||333||Then the towers began to fall.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||334||A few escaped--yes, a few.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||335||The legends tell it.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||336||But, even after the city had become a Dead Place, for many years the poison was still in the ground.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||337||I saw it happen, I saw the last of them die.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||338||It was darkness over the broken city and I wept.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||320-339||339||All this, I saw.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||340||I saw it as I have told it, though not in the body.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||341||When I woke in the morning, I was hungry, but I did not think first of my hunger for my heart was perplexed and confused.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||342||I knew the reason for the Dead Places but I did not see why it had happened.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||343||It seemed to me it should not have happened, with all the magic they had.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||344||I went through the house looking for an answer.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||345||There was so much in the house I could not understand--and yet I am a priest and the son of a priest.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||346||It was like being on one side of the great river, at night, with no light to show the way.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||347||Then I saw the dead god.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||348||He was sitting in his chair, by the window, in a room I had not entered before and, for the first moment, I thought that he was alive.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||349||Then I saw the skin on the back of his hand--it was like dry leather.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||350||The room was shut, hot and dry--no doubt that had kept him as he was.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||351||At first I was afraid to approach him--then the fear left me.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||352||He was sitting looking out over the city--he was dressed in the clothes of the gods.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||353||His age was neither young nor old--I could not tell his age.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||354||But there was wisdom in his face and great sadness.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||355||You could see that he would have not run away.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||356||He had sat at his window, watching his city die--then he himself had died.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||357||But it is better to lose ones life than ones spirit--and you could see from the face that his spirit had not been lost.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||358||I knew, that, if I touched him, he would fall into dust--and yet, there was something unconquered in the face.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||340-359||359||That is all of my story, for then I knew he was a man--I knew then that they had been men, neither gods nor demons.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||360||It is a great knowledge, hard to tell and believe.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||361||They were men--they went a dark road, but they were men.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||362||I had no fear after that--I had no fear going home, though twice I fought off the dogs and once I was hunted for two days by the Forest People.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||363||When I saw my father again, I prayed and was purified.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||364||He touched my lips and my breast, he said, You went away a boy.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||365||You come back a man and a priest.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||366||I said, Father, they were men!||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||367||I have been in the Place of the Gods and seen it!||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||368||Now slay me, if it is the law--but still I know they were men.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||369||He looked at me out of both eyes.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||370||He said, The law is not always the same shape--you have done what you have done.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||371||I could not have done it my time, but you come after me.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||372||Tell!||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||373||I told and he listened.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||374||After that, I wished to tell all the people but he showed me otherwise.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||375||He said, Truth is a hard deer to hunt.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||376||If you eat too much truth at once, you may die of the truth.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||377||It was not idly that our fathers forbade the Dead Places.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||378||He was right--it is better the truth should come little by little.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||360-379||379||I have learned that, being a priest.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||380||Perhaps, in the old days, they ate knowledge too fast.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||381||Nevertheless, we make a beginning.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||382||It is not for the metal alone we go to the Dead Places now--there are the books and the writings.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||383||They are hard to learn.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||384||And the magic tools are broken--but we can look at them and wonder.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||385||At least, we make a beginning.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||386||And, when I am chief priest we shall go beyond the great river.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||387||We shall go to the Place of the Gods--the place new-york--not one man but a company.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||388||We shall look for the images of the gods and find the god ASHING and the others--the gods Licoln and Biltmore and Moses.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||389||But they were men who built the city, not gods or demons.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||390||They were men.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||391||I remember the dead mans face.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||392||They were men who were here before us.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||393||We must build again.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||394||TRANSCRIBERS NOTE||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||395||Minor variations in spelling and punctuation have been preserved.||NONE||0
1937||Benét, Stephen Vincent||By the Waters of Babylon||benetsv-thirteen01-watersofbabylon-00-t.txt||380-396||396||[End of By the Waters of Babylon, by Stephen Vincent Benét]||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||0||THE BLOOD OF THE MARTYRS||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||1||by Stephen Vincent Benét||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||2||The man who expected to be shot lay with his eyes open, staring at the upper left-hand corner of his cell.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||3||He was fairly well over his last beating, and they might come for him any time now.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||4||There was a yellow stain in the cell corner near the ceiling; he had liked it at first, then disliked it; now he was coming back to liking it again.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||5||He could see it more clearly with his glasses on, but he only put on his glasses for special occasions now--the first thing in the morning, and when they brought the food in, and for interviews with the General.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||6||The lenses of the glasses had been cracked in a beating some months before, and it strained his eyes to wear them too long.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||7||Fortunately, in his present life he had very few occasions demanding clear vision.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||8||But, nevertheless, the accident to his glasses worried him, as it worries all near-sighted people.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||9||You put your glasses on the first thing in the morning and the world leaps into proportion; if it does not do so, something is wrong with the world.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||10||The man did not believe greatly in symbols, but his chief nightmare, nowadays, was an endless one in which, suddenly and without warning, a large piece of glass would drop out of one of the lenses and he would grope around the cell, trying to find it.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||11||He would grope very carefully and gingerly, for hours of darkness, but the end was always the same--the small, unmistakable crunch of irreplaceable glass beneath his heel or his knee.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||12||Then he would wake up sweating, with his hands cold.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||13||This dream alternated with the one of being shot, but he found no great benefit in the change.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||14||As he lay there, you could see that he had an intellectual head--the head of a thinker or a scholar, old and bald, with the big, domed brow.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||15||It was, as a matter of fact, a well-known head; it had often appeared in the columns of newspapers and journals, sometimes when the surrounding text was in a language Professor Malzius could not read.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||16||The body, though stooped and worn, was still a strong peasant body and capable of surviving a good deal of ill-treatment, as his captors had found out.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||17||He had fewer teeth than when he came to prison, and both the ribs and the knee had been badly set, but these were minor matters.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||18||It also occurred to him that his blood count was probably poor.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||0-19||19||However, if he could ever get out and to a first-class hospital, he was probably good for at least ten years more of work.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||20||But, of course, he would not get out.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||21||They would shoot him before that, and it would be over.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||22||Sometimes he wished passionately that it would be over--tonight--this moment; at other times he was shaken by the mere blind fear of death.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||23||The latter he tried to treat as he would have treated an attack of malaria, knowing that it was an attack, but not always with success.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||24||He should have been able to face it better than most--he was Gregor Malzius, the scientist--but that did not always help.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||25||The fear of death persisted, even when one had noted and classified it as a purely physical reaction.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||26||When he was out of here, he would be able to write a very instructive little paper on the fear of death.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||27||He could even do it here, if he had writing materials, but there was no use asking for those.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||28||Once they had been given him and he had spent two days quite happily.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||29||But they had torn up the work and spat upon it in front of his face.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||30||It was a childish thing to do, but it discouraged a man from working.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||31||It seemed odd that he had never seen anybody shot, but he never had.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||32||During the war, his reputation and his bad eyesight had exempted him from active service.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||33||He had been bombed a couple of times when his reserve battalion was guarding the railway bridge, but that was quite different.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||34||You were not tied to a stake, and the airplanes were not trying to kill you as an individual.||NONE||0
1937||Benét, Stephen Vincent||The Blood of the Martyrs||benetsv-thirteen02-bloodofthemartyrs-00-t.txt||20-39||35||He knew the place where it was done here, of course.||NONE||0
